"year","zone","indicator","measure","value"
"2008-2009","S01002109","Estimated Percentage Of Families On Low Income (Less Than 70% Median) And Materially Deprived","Ratio",21
"2008-2009","S01002109","Estimated Percentage Of Older Households Who Are Materially Deprived (More Than 3 Items)","Ratio",5
"2008-2009","S01002109","Estimated Median 'First Benefit Unit' Household Income Per Week","Median",429
"2008-2009","S01002109","Estimated Median Gross Total Household Income Per Week","Median",529
"2008-2009","S01002109","Estimated Median Net Total Household Income Per Week","Median",396
"2008-2009","S01002109","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Per Week","Median",389
"2008-2009","S01002109","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Older Population Per Week","Median",365
"2008-2009","S01002109","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Families Per Week","Median",346
"2008-2009","S01002109","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Working Age Per Week","Median",433
"2008-2009","S01002109","Estimated Median Net Equivalent Household Income After Housing Costs (Ahc) Per Week","Median",330
"2008-2009","S01002110","Estimated Percentage Of Households Materially Deprived (More Than 3 Items)","Ratio",10
"2008-2009","S01002110","Estimated Percentage Of Working Age Households Materially Deprived (More Than 3 Items)","Ratio",10
"2008-2009","S01002110","Estimated Percentage Of Households On Low Income (Less Than 60% Median) After Housing Costs (Ahc)","Ratio",12
"2008-2009","S01002110","Estimated Percentage Of Households With Low Income (Less Than 60% Median) Before Housing Costs","Ratio",10
"2008-2009","S01002110","Estimated Percentage Of Older Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",11
"2008-2009","S01002110","Estimated Percentage Of Families On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",7
"2008-2009","S01002110","Estimated Percentage Of Working Age Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",8
"2008-2009","S01002110","Estimated Percentage Of Households With Low Income (Less Than 70% Median) And Materially Deprived","Ratio",1
"2008-2009","S01002110","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 300Gbp Per Week","Ratio",18
"2008-2009","S01002110","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 400Gbp Per Week","Ratio",25
"2008-2009","S01002110","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 500Gbp Per Week","Ratio",32
"2008-2009","S01002110","Estimated Percentage Of Households With A First Benefit Unit Income Of Less Than 600Gbp Per Week","Ratio",36
"2008-2009","S01002110","Estimated Percentage Of Households With A First Benefit Unit (Fbu) Income Of Less Than 800Gbp Per Week","Ratio",47
"2008-2009","S01002110","Estimated Percentage Of Households With A Gross Income Of Less Than 300Gbp Per Week","Ratio",17
"2008-2009","S01002110","Estimated Percentage Of Households With A Gross Income Of Less Than 400Gbp Per Week","Ratio",25
"2008-2009","S01002110","Estimated Percentage Of Households With A Gross Income Of Less Than 500Gbp Per Week","Ratio",31
"2008-2009","S01002110","Estimated Percentage Of Households With A Gross Income Of Less Than 600Gbp Per Week","Ratio",37
"2008-2009","S01002110","Estimated Percentage Of Households With A Gross Income Of Less Than 800Gbp Per Week","Ratio",47
"2008-2009","S01002110","Estimated Percentage Of Families On Low Income (Less Than 70% Median) And Materially Deprived","Ratio",4
"2008-2009","S01002110","Estimated Percentage Of Older Households Who Are Materially Deprived (More Than 3 Items)","Ratio",3
"2008-2009","S01002110","Estimated Median 'First Benefit Unit' Household Income Per Week","Median",665
"2008-2009","S01002110","Estimated Median Gross Total Household Income Per Week","Median",665
"2008-2009","S01002110","Estimated Median Net Total Household Income Per Week","Median",532
"2008-2009","S01002110","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Per Week","Median",584
"2008-2009","S01002110","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Older Population Per Week","Median",512
"2008-2009","S01002110","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Families Per Week","Median",621
"2008-2009","S01002110","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Working Age Per Week","Median",655
"2008-2009","S01002110","Estimated Median Net Equivalent Household Income After Housing Costs (Ahc) Per Week","Median",529
"2008-2009","S01002111","Estimated Percentage Of Households Materially Deprived (More Than 3 Items)","Ratio",6
"2008-2009","S01002111","Estimated Percentage Of Working Age Households Materially Deprived (More Than 3 Items)","Ratio",6
"2008-2009","S01002111","Estimated Percentage Of Households On Low Income (Less Than 60% Median) After Housing Costs (Ahc)","Ratio",16
"2008-2009","S01002111","Estimated Percentage Of Households With Low Income (Less Than 60% Median) Before Housing Costs","Ratio",16
"2008-2009","S01002111","Estimated Percentage Of Older Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",19
"2008-2009","S01002111","Estimated Percentage Of Families On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",14
"2008-2009","S01002111","Estimated Percentage Of Working Age Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",12
"2008-2009","S01002111","Estimated Percentage Of Households With Low Income (Less Than 70% Median) And Materially Deprived","Ratio",1
"2008-2009","S01002111","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 300Gbp Per Week","Ratio",23
"2008-2009","S01002111","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 400Gbp Per Week","Ratio",31
"2008-2009","S01002111","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 500Gbp Per Week","Ratio",38
"2008-2009","S01002111","Estimated Percentage Of Households With A First Benefit Unit Income Of Less Than 600Gbp Per Week","Ratio",46
"2008-2009","S01002111","Estimated Percentage Of Households With A First Benefit Unit (Fbu) Income Of Less Than 800Gbp Per Week","Ratio",58
"2008-2009","S01002111","Estimated Percentage Of Households With A Gross Income Of Less Than 300Gbp Per Week","Ratio",22
"2008-2009","S01002111","Estimated Percentage Of Households With A Gross Income Of Less Than 400Gbp Per Week","Ratio",29
"2008-2009","S01002111","Estimated Percentage Of Households With A Gross Income Of Less Than 500Gbp Per Week","Ratio",37
"2008-2009","S01002111","Estimated Percentage Of Households With A Gross Income Of Less Than 600Gbp Per Week","Ratio",45
"2008-2009","S01002111","Estimated Percentage Of Households With A Gross Income Of Less Than 800Gbp Per Week","Ratio",60
"2008-2009","S01002111","Estimated Percentage Of Families On Low Income (Less Than 70% Median) And Materially Deprived","Ratio",7
"2008-2009","S01002111","Estimated Percentage Of Older Households Who Are Materially Deprived (More Than 3 Items)","Ratio",1
"2008-2009","S01002111","Estimated Median 'First Benefit Unit' Household Income Per Week","Median",551
"2008-2009","S01002111","Estimated Median Gross Total Household Income Per Week","Median",577
"2008-2009","S01002111","Estimated Median Net Total Household Income Per Week","Median",496
"2008-2009","S01002111","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Per Week","Median",468
"2008-2009","S01002111","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Older Population Per Week","Median",459
"2008-2009","S01002111","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Families Per Week","Median",465
"2008-2009","S01002111","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Working Age Per Week","Median",567
"2008-2009","S01002111","Estimated Median Net Equivalent Household Income After Housing Costs (Ahc) Per Week","Median",431
"2008-2009","S01002112","Estimated Percentage Of Households Materially Deprived (More Than 3 Items)","Ratio",14
"2008-2009","S01002112","Estimated Percentage Of Working Age Households Materially Deprived (More Than 3 Items)","Ratio",14
"2008-2009","S01002112","Estimated Percentage Of Households On Low Income (Less Than 60% Median) After Housing Costs (Ahc)","Ratio",21
"2008-2009","S01002112","Estimated Percentage Of Households With Low Income (Less Than 60% Median) Before Housing Costs","Ratio",17
"2008-2009","S01002112","Estimated Percentage Of Older Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",21
"2008-2009","S01002112","Estimated Percentage Of Families On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",19
"2008-2009","S01002112","Estimated Percentage Of Working Age Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",16
"2008-2009","S01002112","Estimated Percentage Of Households With Low Income (Less Than 70% Median) And Materially Deprived","Ratio",4
"2008-2009","S01002112","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 300Gbp Per Week","Ratio",26
"2008-2009","S01002112","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 400Gbp Per Week","Ratio",33
"2008-2009","S01002112","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 500Gbp Per Week","Ratio",41
"2008-2009","S01002112","Estimated Percentage Of Households With A First Benefit Unit Income Of Less Than 600Gbp Per Week","Ratio",50
"2008-2009","S01002112","Estimated Percentage Of Households With A First Benefit Unit (Fbu) Income Of Less Than 800Gbp Per Week","Ratio",65
"2008-2009","S01002112","Estimated Percentage Of Households With A Gross Income Of Less Than 300Gbp Per Week","Ratio",24
"2008-2009","S01002112","Estimated Percentage Of Households With A Gross Income Of Less Than 400Gbp Per Week","Ratio",32
"2008-2009","S01002112","Estimated Percentage Of Households With A Gross Income Of Less Than 500Gbp Per Week","Ratio",39
"2008-2009","S01002112","Estimated Percentage Of Households With A Gross Income Of Less Than 600Gbp Per Week","Ratio",50
"2008-2009","S01002112","Estimated Percentage Of Households With A Gross Income Of Less Than 800Gbp Per Week","Ratio",65
"2008-2009","S01002112","Estimated Percentage Of Families On Low Income (Less Than 70% Median) And Materially Deprived","Ratio",11
"2008-2009","S01002112","Estimated Percentage Of Older Households Who Are Materially Deprived (More Than 3 Items)","Ratio",3
"2008-2009","S01002112","Estimated Median 'First Benefit Unit' Household Income Per Week","Median",522
"2008-2009","S01002112","Estimated Median Gross Total Household Income Per Week","Median",563
"2008-2009","S01002112","Estimated Median Net Total Household Income Per Week","Median",427
"2008-2009","S01002112","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Per Week","Median",399
"2008-2009","S01002112","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Older Population Per Week","Median",378
"2008-2009","S01002112","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Families Per Week","Median",404
"2008-2009","S01002112","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Working Age Per Week","Median",503
"2008-2009","S01002112","Estimated Median Net Equivalent Household Income After Housing Costs (Ahc) Per Week","Median",360
"2008-2009","S01002113","Estimated Percentage Of Households Materially Deprived (More Than 3 Items)","Ratio",5
"2008-2009","S01002113","Estimated Percentage Of Working Age Households Materially Deprived (More Than 3 Items)","Ratio",5
"2008-2009","S01002113","Estimated Percentage Of Households On Low Income (Less Than 60% Median) After Housing Costs (Ahc)","Ratio",15
"2008-2009","S01002113","Estimated Percentage Of Households With Low Income (Less Than 60% Median) Before Housing Costs","Ratio",16
"2008-2009","S01002113","Estimated Percentage Of Older Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",18
"2008-2009","S01002113","Estimated Percentage Of Families On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",14
"2008-2009","S01002113","Estimated Percentage Of Working Age Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",11
"2008-2009","S01002113","Estimated Percentage Of Households With Low Income (Less Than 70% Median) And Materially Deprived","Ratio",1
"2008-2009","S01002113","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 300Gbp Per Week","Ratio",24
"2008-2009","S01002113","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 400Gbp Per Week","Ratio",32
"2008-2009","S01002113","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 500Gbp Per Week","Ratio",39
